id;inn;full_name;short_name
13112;2114001770;Администрация Урмарского района;Администрация Урмарского района
13113;0310009540;Микрокредитная компания Фонд поддержки малого предпринимательства Кижингинского района Республики Бурятия;Микрокредитная компания Фонд поддержки малого предпринимательства Кижингинского района Республики Бурятия
13114;7114010358;-- Без названия (7114010358) --;-- Без названия (7114010358) --
13115;5249125624;Муниципальное бюджетное учреждение  «Многофункциональный центр предоставления государственных и муниципальных услуг городского округа город Дзержинск»;Муниципальное бюджетное учреждение  «Многофункциональный центр предоставления государственных и муниципальных услуг городского округа город Дзержинск»
13116;1205003491;"Администрация муниципального образования ""Шудумарское сельское поселение""";"Администрация МО ""Шудумарское сельское поселение"""
13117;3010002919;"Администрация МО ""Харабалинский район""";"Администрация МО ""Харабалинский район"""
13118;3504001224;-- Без названия (3504001224) --;-- Без названия (3504001224) --
13119;9102023116;НО «Крымский государственный фонд поддержи предпринимательства»;НО «Крымский государственный фонд поддержи предпринимательства»
13120;3245009415;Муниципальное автономное учреждение  «Жуковский районный  многофункциональный центр предоставления государственных и муниципальных услуг»;Муниципальное автономное учреждение  «Жуковский районный  многофункциональный центр предоставления государственных и муниципальных услуг»
13121;1201001408;Волжская районая администрация;Волжская районая администрация
13122;5222070640;"МБУ ""МФЦ Лысковского района""";"МБУ ""МФЦ Лысковского района"""
13123;7842124176;Государственное казенное учреждение Ленинградской области «Агентство по обеспечению деятельности агропромышленного и рыбохозяйственного комплекса Ленинградской области»;ГКУ ЛО «Агентство АПК ЛО»
13124;8904998595;"Некоммерческая организация ""Фонд ""Окружной инновационно-технологический центр ""Технопарк Ямал""";"Некоммерческая организация ""Фонд ""Окружной инновационно-технологический центр ""Технопарк Ямал"""
13125;3851998007;"НМО Фонд поддержки МСП МО ""город Свирск""";"НМО Фонд поддержки МСП МО ""город Свирск"""
13126;2801032015;Администрация города Благовещенска;Администрация города Благовещенска
13127;3834003910;-- Без названия (3834003910) --;-- Без названия (3834003910) --
13128;5442101163;администрация Осиновского сельсовета Чулымского района Новосибирской области;администрация Осиновского сельсовета Чулымского района Новосибирской области
13129;3811150355;-- Без названия (3811150355) --;-- Без названия (3811150355) --
13130;1433800111;"ГУ ""Фонд поддержки малого предпринимательства""";"ГУ ""Фонд поддержки малого предпринимательства"""
13131;5442101251;-- Без названия (5442101251) --;-- Без названия (5442101251) --
13132;4826088888;"Областное автономное учреждение ""Центр кластерного развития Липецкой области""";"Областное автономное учреждение ""Центр кластерного развития Липецкой области"""
13133;3315095749;Муниципальное образование Камешковский район;Муниципальное образование Камешковский район
13134;8911999455;Некоммерческая организация «Фонд «Окружной инновационно-технологический центр «Старт»;Некоммерческая организация «Фонд «Окружной инновационно-технологический центр «Старт»
13135;1012001120;Администрация Лахденпохского муниципального района;Администрация Лахденпохского муниципального района
13136;3838001897;Муниципальное учреждение Администрация Тайшетского района;Муниципальное учреждение Администрация Тайшетского района
13137;6720000157;-- Без названия (6720000157) --;-- Без названия (6720000157) --
13138;8001012807;"Общество с ограниченной ответственностью ""Агинский региональный бизнес-инкубатор""";"Общество с ограниченной ответственностью ""Агинский региональный бизнес-инкубатор"""
13139;1210003320;-- Без названия (1210003320) --;-- Без названия (1210003320) --
13140;8901033609;Некоммерческая организация «Региональный инновационно - инвестиционный фонд «ЯМАЛ»;Некоммерческая организация «Региональный инновационно - инвестиционный фонд «ЯМАЛ»
13141;4703083375;"Администрация МО ""Дубровское городское поселение""Всеволожского муниципального района Ленинградской области";"Администрация МО ""Дубровское городское поселение""Всеволожского муниципального района Ленинградской области"
13142;6653002188;Администрация Таборинского сельского поселения;Администрация Таборинского сельского поселения
13143;5442101170;-- Без названия (5442101170) --;-- Без названия (5442101170) --
13144;7112011349;-- Без названия (7112011349) --;-- Без названия (7112011349) --
13145;2355006983;Администрация муниципального образования Туапсинский район;Администрация муниципального образования Туапсинский район
13146;0310007126;"Администрация МО ""Кижингинский район"" Республики Бурятия";"Администрация МО ""Кижингинский район"" Республики Бурятия"
13147;1014002151;администрация Олонецкого национального муниципального района;администрация Олонецкого национального муниципального района
13148;7612007044;Администрация Угличского муниципального района;Администрация Угличского муниципального района
13149;7703766666;"ГБУ ""Малый бизнес Москвы""";"ГБУ ""Малый бизнес Москвы"""
13150;2107000688;Администрация Козловского района;Администрация Козловского района
13151;4816003500;Администрация Усманского муниципального района;Администрация Усманского муниципального района
13152;6139004107;-- Без названия (6139004107) --;-- Без названия (6139004107) --
13153;5941000202;Администрация Красновишерского муниципального района;Администрация Красновишерского муниципального района
13154;3245008958;Муниципальное бюджетное учреждение «Многофункциональный центр предоставления государственных и муниципальных услуг в Севском муниципальном районе «Мои документы»;Муниципальное бюджетное учреждение «Многофункциональный центр предоставления государственных и муниципальных услуг в Севском муниципальном районе «Мои документы»
13155;3250059309;Управление имущественных отношений Брянской области;Управление имущественных отношений Брянской области
13156;7728513882;Федеральное агентство водных ресурсов;Федеральное агентство водных ресурсов
13157;0274151594;Министерство молодежной политики и спорта Республики Башкортостан;Министерство молодежной политики и спорта Республики Башкортостан
13158;7513000739;"Администрация муниципального района ""Нерчинский район"" Забайкальского края";"Администрация муниципального района ""Нерчинский район"" Забайкальского края"
13159;1702000557;-- Без названия (1702000557) --;-- Без названия (1702000557) --
13160;1708003226;-- Без названия (1708003226) --;-- Без названия (1708003226) --
13161;8705000678;Управление финансов, экономики и имущественных отношений, администрации Провиденского городского округа;Управление финансов, экономики и имущественных отношений, администрации Провиденского городского округа
13162;7902525930;Администрация Кульдурского городского поселения;Администрация Кульдурского городского поселения
13163;7325050230;Министерство развития конкуренции и экономики Ульяновской области;Министерство развития конкуренции и экономики Ульяновской области
13164;2925001122;"Муниципальное учреждение ""Финансово-экономическое управление администрации Мирного""";"Муниципальное учреждение ""Финансово-экономическое управление администрации Мирного"""
13165;7325092769;Автономная некоммерческая организация «Региональный центр поддержки и сопровождения предпринимательства»;Автономная некоммерческая организация «Региональный центр поддержки и сопровождения предпринимательства»
13166;0305000118;Микрокредитная компания фонд поддержки предпринимательства Еравнинского района;Микрокредитная компания фонд поддержки предпринимательства Еравнинского района
13167;0308003029;"Администрация муниципального образования ""Иволгинский район""";"Администрация муниципального образования ""Иволгинский район"""
13168;4703083745;Администрация муниципального образования «Заневское городское поселение» Всеволожского муниципального района Ленинградской области;Администрация муниципального образования «Заневское городское поселение» Всеволожского муниципального района Ленинградской области
13169;0705006001;-- Без названия (0705006001) --;-- Без названия (0705006001) --
13170;5622003662;"АДМИНИСТРАЦИЯ МУНИЦИПАЛЬНОГО ОБРАЗОВАНИЯ ""АСЕКЕЕВСКИЙ РАЙОН"" ОРЕНБУРГСКОЙ ОБЛАСТИ";"АДМИНИСТРАЦИЯ МУНИЦИПАЛЬНОГО ОБРАЗОВАНИЯ ""АСЕКЕЕВСКИЙ РАЙОН"" ОРЕНБУРГСКОЙ ОБЛАСТИ"
13171;5226014357;"МАУ ""МФЦ Пильнинского района""";"МАУ ""МФЦ Пильнинского района"""
13172;5644003507;Администрация муниципального образования Светлинский район Оренбургской области;Администрация муниципального образования Светлинский район Оренбургской области
13173;8911016017;-- Без названия (8911016017) --;-- Без названия (8911016017) --
13174;3253004594;-- Без названия (3253004594) --;-- Без названия (3253004594) --
13175;3241506470;МБУ Злынковский районный многофункциональный центр предоставления государственных и муниципальных услуг;МБУ Злынковский районный многофункциональный центр предоставления государственных и муниципальных услуг
13176;7314000163;"Администрация муниципального образования ""Павловский район""";"Администрация муниципального образования ""Павловский район"""
13177;7321307741;Администрация муниципального образования г. Новоульяновск Ульяновской области;Администрация муниципального образования г. Новоульяновск Ульяновской области
13178;7329001628;-- Без названия (7329001628) --;-- Без названия (7329001628) --
13179;5834049732;ТУ Росимущества в Пензенской области;ТУ Росимущества в Пензенской области
13180;3230002865;Администрация Трубчевского муниципального района;Администрация Трубчевского муниципального района
13181;0706001711;Местная администрация Черекского муниципального района;Местная администрация Черекского муниципального района
13182;1211003789;-- Без названия (1211003789) --;-- Без названия (1211003789) --
13183;7317000926;-- Без названия (7317000926) --;-- Без названия (7317000926) --
13184;5433108035;администрация Кубовинского сельсовета Новосибирского района Новосибирской области;администрация Кубовинского сельсовета Новосибирского района Новосибирской области
13185;7322002654;"администрация МО ""Цильнинский район"" Ульяновской области";"администрация МО ""Цильнинский район"" Ульяновской области"
13186;3005001589;"Администрация муниципального образования ""Камызякский район""";"Администрация муниципального образования ""Камызякский район"""
13187;1118003329;"администрация муниципального района ""Удорский""";"администрация муниципального района ""Удорский"""
13188;1204000515;Администрация Килемарского  муниципального района;Администрация Килемарского  муниципального района
13189;7315010069;-- Без названия (7315010069) --;-- Без названия (7315010069) --
13190;5050010740;Администрация муниципального образования городской округ Лосино-Петровский;Администрация муниципального образования городской округ Лосино-Петровский
13191;5035010136;Администрация городского округа Электрогорск;Администрация городского округа Электрогорск
13192;5072722974;Администрация Луховицкого муниципального района;Администрация Луховицкого муниципального района
13193;5003015685;Администрация Ленинского муниципального района Московской области;Администрация Ленинского муниципального района Московской области
13194;2103003293;Администрация Батыревского района;Администрация Батыревского района
13195;5636006906;Администрация Новосергиевского района Оренбургской области;Администрация Новосергиевского района Оренбургской области
13196;7313001710;"Администрация муниципального образования ""Новоспасский район"" Ульяновской области";"Администрация муниципального образования ""Новоспасский район"" Ульяновской области"
13197;7324000821;"Администрация муниципального образования ""Базарносызганский район""";"Администрация муниципального образования ""Базарносызганский район"""
13198;7308001730;"Администрация муниципального образования ""Кузоватовский район""";"Администрация муниципального образования ""Кузоватовский район"""
13199;7303019003;Управление по развитию предпринимательства, инвестициям и потребительского рынка администрации города Ульяновска;Управление по развитию предпринимательства, инвестициям и потребительского рынка администрации города Ульяновска
13200;1206004498;"Администрация муниципального образования ""Карлыганское сельское поселение""";"Администрация муниципального образования ""Карлыганское сельское поселение"""
13201;7604002275;Департамент агропромышленного комплекса и потребительского рынка Ярославской области;Департамент агропромышленного комплекса и потребительского рынка Ярославской области
13202;5030010950;Администрация Наро-Фоминского муниципального района Московской области;Администрация Наро-Фоминского муниципального района Московской области
13203;5048051080;Администрация Чеховского муниципального района;Администрация Чеховского муниципального района
13204;7325098312;"АНО ""Ульяновский центр развития предпринимательства""";"АНО ""Ульяновский центр развития предпринимательства"""
13205;5042022397;Администрация Сергиево-Посадского муниципального района;Администрация Сергиево-Посадского муниципального района
13206;7307001913;"Администрация муниципального образования ""Карсунский район"" Ульяновской области";"Администрация муниципального образования ""Карсунский район"" Ульяновской области"
13207;7312001620;Администрация Новомалыклинского МО;администрация новомалыклинского МО
13208;4805001607;Администрация Добровского муниципального района;Администрация Добровского муниципального района
13209;1101205905;"АО ""Микрокредитная компания Республики Коми""";"АО ""Микрокредитная компания Республики Коми"""
13210;5037001017;Администрация городского округа Протвино;Администрация городского округа Протвино
13211;5075003287;Администрация Рузского муниципального района;Администрация Рузского муниципального района
13212;4716024546;-- Без названия (4716024546) --;-- Без названия (4716024546) --
13213;5007007212;Администрация Дмитровского муниципального района Московской области;Администрация Дмитровского муниципального района Московской области
13214;5041001482;Администрация города Реутов;Администрация города Реутов
13215;5423000018;Администрация Каргатского района Норвосибирской области;Администрация Каргатского района Норвосибирской области
13216;2240001026;Администрация Ельцовского района Алтайского края;Администрация Ельцовского района Алтайского края
13217;8905050926;-- Без названия (8905050926) --;-- Без названия (8905050926) --
13218;7707778246;Минздрав России;Минздрав России
13219;7319002252;"Администрация МО ""Сурский район""";"Администрация МО ""Сурский район"""
13220;0517000656;Администрация Муниципального района Кизлярский район;Администрация Муниципального района Кизлярский район
13221;7309001517;"Администрация МО ""Майнский район""";"Администрация МО ""Майнский район"""
13222;5050002154;Администрация Щёлковского муниципального района;Администрация Щёлковского муниципального района
13223;5045014891;администрация Ступинского муниципального района;администрация Ступинского муниципального района
13224;5027023974;Администация городского округа Дзержинский;Администация городского округа Дзержинский
13225;5016004024;Администрация города Ивантеевки;Администрация города Ивантеевки
13226;2466231381;Агентство молодежной политики и реализации программ общественного развития Красноярского края;Агентство молодежной политики и реализации программ общественного развития Красноярского края
13227;5025004567;Администрация города Лобня;Администрация города Лобня
13228;2122006483;Отдел имущественных и земельных отношений администрации города Алатыря Чувашской Республики;Отдел имущественных и земельных отношений администрации города Алатыря Чувашской Республики
13229;7302011562;Администрация города Димитровграда;Администрация города Димитровграда
13230;6220008655;Фонд «Спасский Центр поддержки предпринимательства – бизнес - инкубатор»;Фонд «Спасский Центр поддержки предпринимательства – бизнес - инкубатор»
13231;6940000628;Администрация Сонковского района;Администрация Сонковского района
13232;5038002503;Администрация Пушкинского муниципального района Московской области;Администрация Пушкинского муниципального района Московской области
13233;2102001303;АУ «Бизнес-инкубатор «Меркурий»;АУ «Бизнес-инкубатор «Меркурий»
13234;5075020941;"Муниципальное автономное учреждение Рузского муниципального района ""Центр поддержки малого и среднего предпринимательства""";"Муниципальное автономное учреждение Рузского муниципального района ""Центр поддержки малого и среднего предпринимательства"""
13235;3524010393;Администрация Шекснинского муниципального района;Администрация Шекснинского муниципального района
13236;5017004010;-- Без названия (5017004010) --;-- Без названия (5017004010) --
13237;5076000240;Администрация городского округа Серебряные Пруды Московской области;Администрация городского округа Серебряные Пруды Московской области
13238;2605013552;Администрация Благодарненского муниципального района Ставропольского края;Администрация Благодарненского муниципального района Ставропольского края
13239;7318001351;"Администрация муниципального образования ""Старомайнский район""";"Администрация муниципального образования ""Старомайнский район"""
13240;5413101602;-- Без названия (5413101602) --;-- Без названия (5413101602) --
13241;2326003064;Администрация муниципального образования Белоглинский район;Администрация муниципального образования Белоглинский район
13242;5020007701;Администрация Клинского муниципального района;Администрация Клинского муниципального района
13243;5035006274;администрация Павлово-Посадского муниципального района;администрация Павлово-Посадского муниципального района
13244;5075024456;"Муниципальное казенное учреждение ""Многофункциональный центр предоставления государственных и муниципальных услуг населению Рузского муниципального района""";"Муниципальное казенное учреждение ""Многофункциональный центр предоставления государственных и муниципальных услуг населению Рузского муниципального района"""
13245;5015000588;Администрация городского округа Звенигород;Администрация городского округа Звенигород
13246;5029009950;Администрация городского округа Мытищи Московской области;Администрация городского округа Мытищи Московской области
13247;6440010762;Администрация Балашовского муниципального района Саратовской области;Администрация Балашовского муниципального района Саратовской области
13248;5019008901;администрация городского округа Кашира;администрация городского округа Кашира
13249;5017015766;Администрация Истринского муниципального района;Администрация Истринского муниципального района
13250;5033002330;Администрация городского округа Озёры Московской области;Администрация городского округа Озёры Московской области
13251;5413102966;администрация Байкальского сельсовета Болотнинского района Новосибирской области;администрация Байкальского сельсовета Болотнинского района Новосибирской области
13252;1203005912;"администрация муниципального образования ""Кужмарское сельское поселение""-Кужмарская сельская администрация";"администрация муниципального образования ""Кужмарское сельское поселение""-Кужмарская сельская администрация"
13253;5023001560;Администрация городского округа Красноармейск;Администрация городского округа Красноармейск
13254;5053013411;Администрация г.о. Электросталь;Администрация г.о. Электросталь
13255;5071000020;Финансово-экономическое управление Лотошинского муниципального района;Финансово-экономическое управление Лотошинского муниципального района
13256;2116820246;Администрация Чебоксарского района;Администрация Чебоксарского района
13257;4703470159;Фонд поддержки малого и среднего предпринимательства муниципального образования «Всеволожский муниципальный район» Ленинградской области «Социально-деловой центр»;Фонд поддержки малого и среднего предпринимательства муниципального образования «Всеволожский муниципальный район» Ленинградской области «Социально-деловой центр»
13258;5004003890;Администрация Волоколамского муниципального района;Администрация Волоколамского муниципального района
13259;5026004859;Администрация города Лыткарино;Администрация города Лыткарино
13260;2421000384;Администрация Козульского района;Администрация Козульского района
13261;5043014695;Администрация городского округа Серпухов Московской области;Администрация городского округа Серпухов Московской области
13262;5008001799;Администрация г.Долгопрудного;Администрация г.Долгопрудного
13263;5027036772;Администрация городского округа Котельники;Администрация городского округа Котельники
13264;5918840683;Некоммерческая микрофинансовая организация «Лысьвенский муниципальный фонд развития предпринимательства»;Некоммерческая микрофинансовая организация «Лысьвенский муниципальный фонд развития предпринимательства»
13265;7604003600;Департамент информатизации и связи Ярославской области;Департамент информатизации и связи Ярославской области
13266;5706001125;Администрация Глазуновского района;Администрация Глазуновского района
13267;5055000256;Администрация городского округа Рошаль;Администрация городского округа Рошаль
13268;1212004344;"Администрация МО ""Кукнурское сельское поселение""";"Администрация МО ""Кукнурское сельское поселение"""
13269;5001106785;Комитет по управлению имуществом Администрации Городского округа Балашиха;Комитет по управлению имуществом Администрации Городского округа Балашиха
13270;7311001056;-- Без названия (7311001056) --;-- Без названия (7311001056) --
13271;5006001916;Администрация городского округа Краснознаменск Московской области;Администрация городского округа Краснознаменск Московской области
13272;5032211780;Администрация городского округа Власиха Московской области;Администрация городского округа Власиха Московской области
13273;7904002332;Администрация Ленинского муниципального района Еврейской автономной области;Администрация Ленинского муниципального района Еврейской автономной области
13274;2267002186;Администрация Родинского района Алтайского края;Администрация Родинского района Алтайского края
13275;5529002167;Администрация Павлоградского муниципального района Омской области;Администрация Павлоградского муниципального района Омской области
13276;1212004390;"Администрация МО ""Дубниковское сельское поселение""";"Администрация МО ""Дубниковское сельское поселение"""
13277;5034082667;Администрация г.о.Орехово-Зуево;Администрация г.о.Орехово-Зуево
13278;5070000807;Администрация Коломенского муниципального района;Администрация Коломенского муниципального района
13279;1211003806;Портянурская сельская администрация;Портянурская сельская администрация
13280;1209005370;-- Без названия (1209005370) --;-- Без названия (1209005370) --
13281;5013019625;Администрация городского округа Жуковский;Администрация городского округа Жуковский
13282;1209005362;-- Без названия (1209005362) --;-- Без названия (1209005362) --
13283;1209005394;-- Без названия (1209005394) --;-- Без названия (1209005394) --
13284;1209005387;-- Без названия (1209005387) --;-- Без названия (1209005387) --
13285;1211003771;Алашайская сельская администрация;Алашайская сельская администрация
13286;1202006889;Пайгусовская сельская администрация;Пайгусовская сельская администрация
13287;5002001190;Администрация городского округа Бронницы;Администрация городского округа Бронницы
13288;7321020121;"Администрация МО ""Ульяновский район""";"Администрация МО ""Ульяновский район"""
13289;1203005937;"администрация муниципального образования ""Шелангерское сельское поселение""";"администрация муниципального образования ""Шелангерское сельское поселение"""
13290;1209004584;"Администрация муниципального образования ""Городское поселение Новый Торъял""";"Администрация муниципального образования ""Городское поселение Новый Торъял"""
13291;5503134176;Микрокредитная компания Омский региональный фонд микрофинансирования субъектов малого и среднего предпринимательства;Микрокредитная компания Омский региональный фонд микрофинансирования субъектов малого и среднего предпринимательства
13292;3225000340;Администрация Рогнединского района;Администрация Рогнединского района
13293;2902026995;Комитет по управлению муниципальным имуществом и земельным отношениям Администрации Северодвинска;Комитет по управлению муниципальным имуществом и земельным отношениям Администрации Северодвинска
13294;1202006832;Еласовская сельская администрация;Еласовская сельская администрация
13295;0411058173;-- Без названия (0411058173) --;-- Без названия (0411058173) --
13296;5531000093;Администрация Русско-Полянского муниципального района Омской области;Администрация Русско-Полянского муниципального района Омской области
13297;5001106672;Администрация Го Балашиха;Администрация Го Балашиха
13298;5413101610;администрация Егоровского сельсовета Болотнинского района Новосибирской области;администрация Егоровского сельсовета Болотнинского района Новосибирской области
13299;7304002563;"Администрация муниципального  образования ""Барышский район""";"Администрация муниципального  образования ""Барышский район"""
13300;7320001870;-- Без названия (7320001870) --;-- Без названия (7320001870) --
13301;4703059140;-- Без названия (4703059140) --;-- Без названия (4703059140) --
13302;1202006800;Усолинская сельская администрация;Усолинская сельская администрация
13303;5011002591;Администрация городского округа Егорьевск;Администрация городского округа Егорьевск
13304;5014003145;Администрация городского округа Зарайск;Администрация городского округа Зарайск
13305;5078001721;администрация Талдомского муниципального района;администрация Талдомского муниципального района
13306;2636019748;Администрация города Ставрополя;Администрация города Ставрополя
13307;7305000456;"Администрация МО ""Вешкаймский район""";"Администрация МО ""Вешкаймский район"""
13308;2101001269;Администрация Алатырского района;Администрация Алатырского района
13309;5032004222;Администрация Одинцовского муниципального района Московской области;Администрация Одинцовского муниципального района Московской области
13310;1204002939;"Администрация МО "" Килемарское городское поселение""";"Администрация МО "" Килемарское городское поселение"""
